fips2010,fmr0_17,fmr1_17,fmr2_17,fmr3_17,fmr4_17,fmr_0_22,fmr_1_22,fmr_2_22,fmr_3_22,fmr_4_22,metro_code,metro
2300327120,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300327855,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300328590,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300330690,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300330725,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300332195,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300332685,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300333385,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300333980,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300335065,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300339300,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300339965,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300340595,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300341715,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300342450,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300342520,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300343255,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300343710,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300343990,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300345180,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300346685,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300347175,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300348120,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300348575,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300348960,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300349415,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300353602,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300354385,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300355435,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300357936,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300358060,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300360300,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300360825,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300362400,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300364780,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300365025,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300365200,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300367790,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300369260,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300369930,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300373472,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300374405,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300378570,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300379270,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300379865,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300380285,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300382770,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300383540,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300383785,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300386865,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300387215,533,584,681,877,950,519,630,781,1046,1230,NCNTY23003N23003,0
2300502655,644,688,910,1325,1336,906,974,1281,1695,1737,METRO38860N23005,1
2300507170,644,688,910,1325,1336,906,974,1281,1695,1737,METRO38860N23005,1
2300508430,644,688,910,1325,1336,906,974,1281,1695,1737,METRO38860N23005,1
2300510180,755,851,1078,1454,1579,1088,1265,1637,2088,2557,METRO38860MM6400,1
2300511125,755,851,1078,1454,1579,1088,1265,1637,2088,2557,METRO38860MM6400,1
2300515430,755,851,1078,1454,1579,1088,1265,1637,2088,2557,METRO38860MM6400,1
2300524495,755,851,1078,1454,1579,1088,1265,1637,2088,2557,METRO38860MM6400,1
2300526525,755,851,1078,1454,1579,1088,1265,1637,2088,2557,METRO38860MM6400,1
2300527025,755,851,1078,1454,1579,1088,1265,1637,2088,2557,METRO38860MM6400,1
2300528240,755,851,1078,1454,1579,1088,1265,1637,2088,2557,METRO38860MM6400,1
2300528870,755,851,1078,1454,1579,1088,1265,1637,2088,2557,METRO38860MM6400,1
2300531390,644,688,910,1325,1336,906,974,1281,1695,1737,METRO38860N23005,1
2300531600,644,688,910,1325,1336,906,974,1281,1695,1737,METRO38860N23005,1
2300541067,755,851,1078,1454,1579,1088,1265,1637,2088,2557,METRO38860MM6400,1
2300548085,644,688,910,1325,1336,906,974,1281,1695,1737,METRO38860N23005,1
2300548820,644,688,910,1325,1336,906,974,1281,1695,1737,METRO38860N23005,1
2300553860,755,851,1078,1454,1579,1088,1265,1637,2088,2557,METRO38860MM6400,1
2300560545,755,851,1078,1454,1579,1088,1265,1637,2088,2557,METRO38860MM6400,1
2300560685,644,688,910,1325,1336,906,974,1281,1695,1737,METRO38860N23005,1
2300561945,755,851,1078,1454,1579,1088,1265,1637,2088,2557,METRO38860MM6400,1
2300566145,755,851,1078,1454,1579,1088,1265,1637,2088,2557,METRO38860MM6400,1
2300566775,644,688,910,1325,1336,906,974,1281,1695,1737,METRO38860N23005,1
2300571990,755,851,1078,1454,1579,1088,1265,1637,2088,2557,METRO38860MM6400,1
2300573670,755,851,1078,1454,1579,1088,1265,1637,2088,2557,METRO38860MM6400,1
2300582105,755,851,1078,1454,1579,1088,1265,1637,2088,2557,METRO38860MM6400,1
2300586025,755,851,1078,1454,1579,1088,1265,1637,2088,2557,METRO38860MM6400,1
2300587845,755,851,1078,1454,1579,1088,1265,1637,2088,2557,METRO38860MM6400,1
2300702235,545,581,687,859,947,589,657,826,1117,1120,NCNTY23007N23007,0
2300710740,545,581,687,859,947,589,657,826,1117,1120,NCNTY23007N23007,0
2300710915,545,581,687,859,947,589,657,826,1117,1120,NCNTY23007N23007,0
2300712595,545,581,687,859,947,589,657,826,1117,1120,NCNTY23007N23007,0
2300714205,545,581,687,859,947,589,657,826,1117,1120,NCNTY23007N23007,0
2300716165,545,581,687,859,947,589,657,826,1117,1120,NCNTY23007N23007,0
2300719865,545,581,687,859,947,589,657,826,1117,1120,NCNTY23007N23007,0
2300724005,545,581,687,859,947,589,657,826,1117,1120,NCNTY23007N23007,0
2300724775,545,581,687,859,947,589,657,826,1117,1120,NCNTY23007N23007,0
2300734820,545,581,687,859,947,589,657,826,1117,1120,NCNTY23007N23007,0
2300735625,545,581,687,859,947,589,657,826,1117,1120,NCNTY23007N23007,0
2300737025,545,581,687,859,947,589,657,826,1117,1120,NCNTY23007N23007,0
2300749345,545,581,687,859,947,589,657,826,1117,1120,NCNTY23007N23007,0
2300749520,545,581,687,859,947,589,657,826,1117,1120,NCNTY23007N23007,0
2300751400,545,581,687,859,947,589,657,826,1117,1120,NCNTY23007N23007,0
2300758445,545,581,687,859,947,589,657,826,1117,1120,NCNTY23007N23007,0
2300761840,545,581,687,859,947,589,657,826,1117,1120,NCNTY23007N23007,0
2300761875,545,581,687,859,947,589,657,826,1117,1120,NCNTY23007N23007,0
2300765655,545,581,687,859,947,589,657,826,1117,1120,NCNTY23007N23007,0
2300770760,545,581,687,859,947,589,657,826,1117,1120,NCNTY23007N23007,0
2300774825,545,581,687,859,947,589,657,826,1117,1120,NCNTY23007N23007,0
2300775980,545,581,687,859,947,589,657,826,1117,1120,NCNTY23007N23007,0
2300781300,545,581,687,859,947,589,657,826,1117,1120,NCNTY23007N23007,0
2300782235,545,581,687,859,947,589,657,826,1117,1120,NCNTY23007N23007,0
2300785850,545,581,687,859,947,589,657,826,1117,1120,NCNTY23007N23007,0
2300787680,545,581,687,859,947,589,657,826,1117,1120,NCNTY23007N23007,0
2300901185,630,715,902,1135,1243,785,813,959,1252,1300,NCNTY23009N23009,0
2300902165,630,715,902,1135,1243,785,813,959,1252,1300,NCNTY23009N23009,0
2300902865,630,715,902,1135,1243,785,813,959,1252,1300,NCNTY23009N23009,0
2300905700,630,715,902,1135,1243,785,813,959,1252,1300,NCNTY23009N23009,0
2300907800,630,715,902,1135,1243,785,813,959,1252,1300,NCNTY23009N23009,0
2300907975,630,715,902,1135,1243,785,813,959,1252,1300,NCNTY23009N23009,0
2300908815,630,715,902,1135,1243,785,813,959,1252,1300,NCNTY23009N23009,0
2300911265,630,715,902,1135,1243,785,813,959,1252,1300,NCNTY23009N23009,0
2300911800,630,715,902,1135,1243,785,813,959,1252,1300,NCNTY23009N23009,0
2300914905,630,715,902,1135,1243,785,813,959,1252,1300,NCNTY23009N23009,0
2300916935,630,715,902,1135,1243,785,813,959,1252,1300,NCNTY23009N23009,0
2300917145,630,715,902,1135,1243,785,813,959,1252,1300,NCNTY23009N23009,0
2300919770,630,715,902,1135,1243,785,813,959,1252,1300,NCNTY23009N23009,0
2300920405,630,715,902,1135,1243,785,813,959,1252,1300,NCNTY23009N23009,0
2300923200,630,715,902,1135,1243,785,813,959,1252,1300,NCNTY23009N23009,0
2300926350,630,715,902,1135,1243,785,813,959,1252,1300,NCNTY23009N23009,0
2300926595,630,715,902,1135,1243,785,813,959,1252,1300,NCNTY23009N23009,0
2300928450,630,715,902,1135,1243,785,813,959,1252,1300,NCNTY23009N23009,0
2300928975,630,715,902,1135,1243,785,813,959,1252,1300,NCNTY23009N23009,0
2300930970,630,715,902,1135,1243,785,813,959,1252,1300,NCNTY23009N23009,0
2300938180,630,715,902,1135,1243,785,813,959,1252,1300,NCNTY23009N23009,0
2300943430,630,715,902,1135,1243,785,813,959,1252,1300,NCNTY23009N23009,0
2300947630,630,715,902,1135,1243,785,813,959,1252,1300,NCNTY23009N23009,0
2300953620,630,715,902,1135,1243,785,813,959,1252,1300,NCNTY23009N23009,0
2300955505,630,715,902,1135,1243,785,813,959,1252,1300,NCNTY23009N23009,0
2300955855,630,715,902,1135,1243,785,813,959,1252,1300,NCNTY23009N23009,0
2300955890,630,715,902,1135,1243,785,813,959,1252,1300,NCNTY23009N23009,0
2300957920,630,715,902,1135,1243,785,813,959,1252,1300,NCNTY23009N23009,0
2300967300,630,715,902,1135,1243,785,813,959,1252,1300,NCNTY23009N23009,0
2300969750,630,715,902,1135,1243,785,813,959,1252,1300,NCNTY23009N23009,0
2300972865,630,715,902,1135,1243,785,813,959,1252,1300,NCNTY23009N23009,0
2300974580,630,715,902,1135,1243,785,813,959,1252,1300,NCNTY23009N23009,0
2300974965,630,715,902,1135,1243,785,813,959,1252,1300,NCNTY23009N23009,0
2300975280,630,715,902,1135,1243,785,813,959,1252,1300,NCNTY23009N23009,0
2300975455,630,715,902,1135,1243,785,813,959,1252,1300,NCNTY23009N23009,0
2300977345,630,715,902,1135,1243,785,813,959,1252,1300,NCNTY23009N23009,0
2300977415,630,715,902,1135,1243,785,813,959,1252,1300,NCNTY23009N23009,0
2300978925,630,715,902,1135,1243,785,813,959,1252,1300,NCNTY23009N23009,0
2300980040,630,715,902,1135,1243,785,813,959,1252,1300,NCNTY23009N23009,0
2300986655,630,715,902,1135,1243,785,813,959,1252,1300,NCNTY23009N23009,0
2301100590,656,678,844,1105,1179,693,704,888,1128,1311,NCNTY23011N23011,0
2301102100,656,678,844,1105,1179,693,704,888,1128,1311,NCNTY23011N23011,0
2301104020,656,678,844,1105,1179,693,704,888,1128,1311,NCNTY23011N23011,0
2301104475,656,678,844,1105,1179,693,704,888,1128,1311,NCNTY23011N23011,0
2301112350,656,678,844,1105,1179,693,704,888,1128,1311,NCNTY23011N23011,0
2301112735,656,678,844,1105,1179,693,704,888,1128,1311,NCNTY23011N23011,0
2301113470,656,678,844,1105,1179,693,704,888,1128,1311,NCNTY23011N23011,0
2301124670,656,678,844,1105,1179,693,704,888,1128,1311,NCNTY23011N23011,0
2301124950,656,678,844,1105,1179,693,704,888,1128,1311,NCNTY23011N23011,0
2301127085,656,678,844,1105,1179,693,704,888,1128,1311,NCNTY23011N23011,0
2301130550,656,678,844,1105,1179,693,704,888,1128,1311,NCNTY23011N23011,0
2301140175,656,678,844,1105,1179,693,704,888,1128,1311,NCNTY23011N23011,0
2301143080,656,678,844,1105,1179,693,704,888,1128,1311,NCNTY23011N23011,0
2301146405,656,678,844,1105,1179,693,704,888,1128,1311,NCNTY23011N23011,0
2301147770,656,678,844,1105,1179,693,704,888,1128,1311,NCNTY23011N23011,0
2301154560,656,678,844,1105,1179,693,704,888,1128,1311,NCNTY23011N23011,0
2301159110,656,678,844,1105,1179,693,704,888,1128,1311,NCNTY23011N23011,0
2301161700,656,678,844,1105,1179,693,704,888,1128,1311,NCNTY23011N23011,0
2301162190,656,678,844,1105,1179,693,704,888,1128,1311,NCNTY23011N23011,0
2301163835,656,678,844,1105,1179,693,704,888,1128,1311,NCNTY23011N23011,0
2301168385,656,678,844,1105,1179,693,704,888,1128,1311,NCNTY23011N23011,0
2301178190,656,678,844,1105,1179,693,704,888,1128,1311,NCNTY23011N23011,0
2301178745,656,678,844,1105,1179,693,704,888,1128,1311,NCNTY23011N23011,0
2301179025,656,678,844,1105,1179,693,704,888,1128,1311,NCNTY23011N23011,0
2301180740,656,678,844,1105,1179,693,704,888,1128,1311,NCNTY23011N23011,0
2301180880,656,678,844,1105,1179,693,704,888,1128,1311,NCNTY23011N23011,0
2301182945,656,678,844,1105,1179,693,704,888,1128,1311,NCNTY23011N23011,0
2301186165,656,678,844,1105,1179,693,704,888,1128,1311,NCNTY23011N23011,0
2301186515,656,678,844,1105,1179,693,704,888,1128,1311,NCNTY23011N23011,0
2301186970,656,678,844,1105,1179,693,704,888,1128,1311,NCNTY23011N23011,0
2301301465,666,671,874,1111,1265,818,829,1005,1332,1363,NCNTY23013N23013,0
2301347962,666,671,874,1111,1265,818,829,1005,1332,1363,NCNTY23013N23013,0
2301309725,666,671,874,1111,1265,818,829,1005,1332,1363,NCNTY23013N23013,0
2301315125,666,671,874,1111,1265,818,829,1005,1332,1363,NCNTY23013N23013,0
2301315780,666,671,874,1111,1265,818,829,1005,1332,1363,NCNTY23013N23013,0
2301326805,666,671,874,1111,1265,818,829,1005,1332,1363,NCNTY23013N23013,0
2301333840,666,671,874,1111,1265,818,829,1005,1332,1363,NCNTY23013N23013,0
2301335135,666,671,874,1111,1265,818,829,1005,1332,1363,NCNTY23013N23013,0
2301344165,666,671,874,1111,1265,818,829,1005,1332,1363,NCNTY23013N23013,0
2301351620,666,671,874,1111,1265,818,829,1005,1332,1363,NCNTY23013N23013,0
2301356135,666,671,874,1111,1265,818,829,1005,1332,1363,NCNTY23013N23013,0
2301363590,666,671,874,1111,1265,818,829,1005,1332,1363,NCNTY23013N23013,0
2301363660,666,671,874,1111,1265,818,829,1005,1332,1363,NCNTY23013N23013,0
2301365130,666,671,874,1111,1265,818,829,1005,1332,1363,NCNTY23013N23013,0
2301372585,666,671,874,1111,1265,818,829,1005,1332,1363,NCNTY23013N23013,0
2301376365,666,671,874,1111,1265,818,829,1005,1332,1363,NCNTY23013N23013,0
2301378115,666,671,874,1111,1265,818,829,1005,1332,1363,NCNTY23013N23013,0
2301379130,666,671,874,1111,1265,818,829,1005,1332,1363,NCNTY23013N23013,0
2301380215,666,671,874,1111,1265,818,829,1005,1332,1363,NCNTY23013N23013,0
2301380425,666,671,874,1111,1265,818,829,1005,1332,1363,NCNTY23013N23013,0
2301501010,712,758,897,1122,1336,802,807,1062,1313,1738,NCNTY23015N23015,0
2301541280,712,758,897,1122,1336,802,807,1062,1313,1738,NCNTY23015N23015,0
2301506050,712,758,897,1122,1336,802,807,1062,1313,1738,NCNTY23015N23015,0
2301506120,712,758,897,1122,1336,802,807,1062,1313,1738,NCNTY23015N23015,0
2301506855,712,758,897,1122,1336,802,807,1062,1313,1738,NCNTY23015N23015,0
2301507485,712,758,897,1122,1336,802,807,1062,1313,1738,NCNTY23015N23015,0
2301516235,712,758,897,1122,1336,802,807,1062,1313,1738,NCNTY23015N23015,0
2301518475,712,758,897,1122,1336,802,807,1062,1313,1738,NCNTY23015N23015,0
2301522675,712,758,897,1122,1336,802,807,1062,1313,1738,NCNTY23015N23015,0
2301532715,712,758,897,1122,1336,802,807,1062,1313,1738,NCNTY23015N23015,0
2301535695,712,758,897,1122,1336,802,807,1062,1313,1738,NCNTY23015N23015,0
2301546335,712,758,897,1122,1336,802,807,1062,1313,1738,NCNTY23015N23015,0
2301548645,712,758,897,1122,1336,802,807,1062,1313,1738,NCNTY23015N23015,0
2301549660,712,758,897,1122,1336,802,807,1062,1313,1738,NCNTY23015N23015,0
2301569645,712,758,897,1122,1336,802,807,1062,1313,1738,NCNTY23015N23015,0
2301570240,712,758,897,1122,1336,802,807,1062,1313,1738,NCNTY23015N23015,0
2301571955,712,758,897,1122,1336,802,807,1062,1313,1738,NCNTY23015N23015,0
2301579550,712,758,897,1122,1336,802,807,1062,1313,1738,NCNTY23015N23015,0
2301584140,712,758,897,1122,1336,802,807,1062,1313,1738,NCNTY23015N23015,0
2301585010,712,758,897,1122,1336,802,807,1062,1313,1738,NCNTY23015N23015,0
2301587075,712,758,897,1122,1336,802,807,1062,1313,1738,NCNTY23015N23015,0
2301701325,573,587,693,1009,1221,672,676,890,1100,1372,NCNTY23017N23017,0
2301704825,573,587,693,1009,1221,672,676,890,1100,1372,NCNTY23017N23017,0
2301708150,573,587,693,1009,1221,672,676,890,1100,1372,NCNTY23017N23017,0
2301708710,573,587,693,1009,1221,672,676,890,1100,1372,NCNTY23017N23017,0
2301709550,573,587,693,1009,1221,672,676,890,1100,1372,NCNTY23017N23017,0
2301710005,573,587,693,1009,1221,672,676,890,1100,1372,NCNTY23017N23017,0
2301717250,573,587,693,1009,1221,672,676,890,1100,1372,NCNTY23017N23017,0
2301717740,573,587,693,1009,1221,672,676,890,1100,1372,NCNTY23017N23017,0
2301726910,573,587,693,1009,1221,672,676,890,1100,1372,NCNTY23017N23017,0
2301727505,573,587,693,1009,1221,672,676,890,1100,1372,NCNTY23017N23017,0
2301729710,573,587,693,1009,1221,672,676,890,1100,1372,NCNTY23017N23017,0
2301731110,573,587,693,1009,1221,672,676,890,1100,1372,NCNTY23017N23017,0
2301731670,573,587,693,1009,1221,672,676,890,1100,1372,NCNTY23017N23017,0
2301732370,573,587,693,1009,1221,672,676,890,1100,1372,NCNTY23017N23017,0
2301733315,573,587,693,1009,1221,672,676,890,1100,1372,NCNTY23017N23017,0
2301739422,573,587,693,1009,1221,672,676,890,1100,1372,NCNTY23017N23017,0
2301741365,573,587,693,1009,1221,672,676,890,1100,1372,NCNTY23017N23017,0
2301742835,573,587,693,1009,1221,672,676,890,1100,1372,NCNTY23017N23017,0
2301745285,573,587,693,1009,1221,672,676,890,1100,1372,NCNTY23017N23017,0
2301746105,573,587,693,1009,1221,672,676,890,1100,1372,NCNTY23017N23017,0
2301749275,573,587,693,1009,1221,672,676,890,1100,1372,NCNTY23017N23017,0
2301752575,573,587,693,1009,1221,672,676,890,1100,1372,NCNTY23017N23017,0
2301754000,573,587,693,1009,1221,672,676,890,1100,1372,NCNTY23017N23017,0
2301755960,573,587,693,1009,1221,672,676,890,1100,1372,NCNTY23017N23017,0
2301756310,573,587,693,1009,1221,672,676,890,1100,1372,NCNTY23017N23017,0
2301756625,573,587,693,1009,1221,672,676,890,1100,1372,NCNTY23017N23017,0
2301758270,573,587,693,1009,1221,672,676,890,1100,1372,NCNTY23017N23017,0
2301760405,573,587,693,1009,1221,672,676,890,1100,1372,NCNTY23017N23017,0
2301764185,573,587,693,1009,1221,672,676,890,1100,1372,NCNTY23017N23017,0
2301764290,573,587,693,1009,1221,672,676,890,1100,1372,NCNTY23017N23017,0
2301771755,573,587,693,1009,1221,672,676,890,1100,1372,NCNTY23017N23017,0
2301774510,573,587,693,1009,1221,672,676,890,1100,1372,NCNTY23017N23017,0
2301774685,573,587,693,1009,1221,672,676,890,1100,1372,NCNTY23017N23017,0
2301775035,573,587,693,1009,1221,672,676,890,1100,1372,NCNTY23017N23017,0
2301775595,573,587,693,1009,1221,672,676,890,1100,1372,NCNTY23017N23017,0
2301778465,573,587,693,1009,1221,672,676,890,1100,1372,NCNTY23017N23017,0
2301780635,573,587,693,1009,1221,672,676,890,1100,1372,NCNTY23017N23017,0
2301783890,573,587,693,1009,1221,672,676,890,1100,1372,NCNTY23017N23017,0
2301787355,573,587,693,1009,1221,672,676,890,1100,1372,NCNTY23017N23017,0
2301901115,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301901500,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301902795,623,678,860,1084,1369,742,855,1103,1368,1671,METRO12620MM0730,1
2301906575,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301906680,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301906925,623,678,860,1084,1369,742,855,1103,1368,1671,METRO12620MM0730,1
2301909200,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301910670,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301910810,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301912105,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301912525,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301913365,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301914310,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301914380,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301917530,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301917950,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301918580,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301919868,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301921030,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301922535,623,678,860,1084,1369,742,855,1103,1368,1671,METRO12620MM0730,1
2301922710,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301923620,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301923865,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301924110,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301927190,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301927645,623,678,860,1084,1369,742,855,1103,1368,1671,METRO12620MM0730,1
2301929185,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301930795,623,678,860,1084,1369,742,855,1103,1368,1671,METRO12620MM0730,1
2301932510,623,678,860,1084,1369,742,855,1103,1368,1671,METRO12620MM0730,1
2301933490,623,678,860,1084,1369,742,855,1103,1368,1671,METRO12620MM0730,1
2301934190,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301934365,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301936325,623,678,860,1084,1369,742,855,1103,1368,1671,METRO12620MM0730,1
2301937075,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301937760,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301938005,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301938530,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301938705,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301939475,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301941435,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301944270,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301944340,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301945005,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301945670,623,678,860,1084,1369,742,855,1103,1368,1671,METRO12620MM0730,1
2301945810,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301947560,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301948505,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301949065,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301952710,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301955225,623,678,860,1084,1369,742,855,1103,1368,1671,METRO12620MM0730,1
2301955565,623,678,860,1084,1369,742,855,1103,1368,1671,METRO12620MM0730,1
2301955680,623,678,860,1084,1369,742,855,1103,1368,1671,METRO12620MM0730,1
2301957045,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301957150,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301959950,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301960790,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301967160,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301973250,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301973600,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301974055,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301978015,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301978780,623,678,860,1084,1369,742,855,1103,1368,1671,METRO12620MM0730,1
2301981055,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301985230,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301986305,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2301987390,536,573,725,907,1019,660,720,948,1176,1286,METRO12620N23019,1
2302100100,541,590,681,991,1023,611,615,767,1022,1313,NCNTY23021N23021,0
2302101920,541,590,681,991,1023,611,615,767,1022,1313,NCNTY23021N23021,0
2302103740,541,590,681,991,1023,611,615,767,1022,1313,NCNTY23021N23021,0
2302105560,541,590,681,991,1023,611,615,767,1022,1313,NCNTY23021N23021,0
2302106400,541,590,681,991,1023,611,615,767,1022,1313,NCNTY23021N23021,0
2302108325,541,590,681,991,1023,611,615,767,1022,1313,NCNTY23021N23021,0
2302118195,541,590,681,991,1023,611,615,767,1022,1313,NCNTY23021N23021,0
2302129535,541,590,681,991,1023,611,615,767,1022,1313,NCNTY23021N23021,0
2302130095,541,590,681,991,1023,611,615,767,1022,1313,NCNTY23021N23021,0
2302137095,541,590,681,991,1023,611,615,767,1022,1313,NCNTY23021N23021,0
2302137970,541,590,681,991,1023,611,615,767,1022,1313,NCNTY23021N23021,0
2302144830,541,590,681,991,1023,611,615,767,1022,1313,NCNTY23021N23021,0
2302146020,541,590,681,991,1023,611,615,767,1022,1313,NCNTY23021N23021,0
2302146580,541,590,681,991,1023,611,615,767,1022,1313,NCNTY23021N23021,0
2302151105,541,590,681,991,1023,611,615,767,1022,1313,NCNTY23021N23021,0
2302153628,541,590,681,991,1023,611,615,767,1022,1313,NCNTY23021N23021,0
2302156765,541,590,681,991,1023,611,615,767,1022,1313,NCNTY23021N23021,0
